relation	column	type	references	description	version
routines	as_locator	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
routines	as_locator	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	character_maximum_length	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	character_octet_length	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	character_set_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	character_set_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	character_set_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	collation_catalog	sql_identifier		Always null, since this information is not applied to return data types in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	collation_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
routines	collation_name	sql_identifier		Always null, since this information is not applied to return data types in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	collation_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
routines	collation_schema	sql_identifier		Always null, since this information is not applied to return data types in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	collation_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
routines	created	time_stamp		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	data_type	character_data		Return data type of the function, if it is a built-in type, or ARRAY if it is some array (in that case, see the view element_types), else USER-DEFINED (in that case, the type is identified in type_udt_name and associated columns)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
routines	data_type	character_data		Return data type of the function, if it is a built-in type, or ARRAY if it is some array (in that case, see the view element_types), else USER-DEFINED (in that case, the type is identified in type_udt_name and associated columns). Null for a procedure	11,12,13
routines	datetime_precision	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	dtd_identifier	sql_identifier		An identifier of the data type descriptor of the return data type of this function, unique among the data type descriptors pertaining to the function. This is mainly useful for joining with other instances of such identifiers. (The specific format of the identifier is not defined and not guaranteed to remain the same in future versions.)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	external_language	character_data		The language the function is written in	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	external_name	character_data		If this function is a C function, then the external name (link symbol) of the function; else null. (This works out to be the same value that is shown in routine_definition.)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	interval_precision	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	interval_precision	character_data		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1
routines	interval_type	character_data		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	is_deterministic	character_data		If the function is declared immutable (called deterministic in the SQL standard), then YES, else NO. (You cannot query the other volatility levels available in PostgreSQL through the information schema.)	7.4,8.0,8.1,8.2,8.3,8.4
routines	is_deterministic	yes_or_no		If the function is declared immutable (called deterministic in the SQL standard), then YES, else NO. (You cannot query the other volatility levels available in PostgreSQL through the information schema.)	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	is_implicitly_invocable	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
routines	is_implicitly_invocable	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	is_null_call	character_data		If the function automatically returns null if any of its arguments are null, then YES, else NO	7.4,8.0,8.1,8.2,8.3,8.4
routines	is_null_call	yes_or_no		If the function automatically returns null if any of its arguments are null, then YES, else NO	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
routines	is_null_call	yes_or_no		If the function automatically returns null if any of its arguments are null, then YES, else NO. Null for a procedure	11,12,13
routines	is_udt_dependent	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4
routines	is_udt_dependent	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1
routines	is_udt_dependent	yes_or_no		Currently always NO. The alternative YES applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	is_user_defined_cast	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
routines	is_user_defined_cast	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	last_altered	time_stamp		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	max_dynamic_result_sets	cardinal_number		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	maximum_cardinality	cardinal_number		Always null, because arrays always have unlimited maximum cardinality in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	module_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	module_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	module_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	new_savepoint_level	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4
routines	new_savepoint_level	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	numeric_precision	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	numeric_precision_radix	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	numeric_scale	cardinal_number		Always null, since this information is not applied to return data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	parameter_style	character_data		Always GENERAL (The SQL standard defines other parameter styles, which are not available in PostgreSQL.)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_as_locator	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4
routines	result_cast_as_locator	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_char_max_length	cardinal_number		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_char_octet_length	cardinal_number		Applies to a feature not available in PostgreSQL	13
routines	result_cast_char_octet_length	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
routines	result_cast_char_set_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_char_set_name	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_char_set_schema	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_collation_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_collation_name	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_collation_schema	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_datetime_precision	cardinal_number		Applies to a feature not available in PostgreSQL	13
routines	result_cast_datetime_precision	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
routines	result_cast_dtd_identifier	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_from_data_type	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_interval_precision	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_interval_precision	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1
routines	result_cast_interval_type	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_maximum_cardinality	cardinal_number		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_numeric_precision	cardinal_number		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_numeric_precision_radix	cardinal_number		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_numeric_scale	cardinal_number		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_scope_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_scope_name	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_scope_schema	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_type_udt_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_type_udt_name	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	result_cast_type_udt_schema	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	routine_body	character_data		If the function is an SQL function, then SQL, else EXTERNAL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	routine_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	routine_definition	character_data		The source text of the function (null if the current user is not the owner of the function). (According to the SQL standard, this column is only applicable if routine_body is SQL, but in PostgreSQL it will contain whatever source text was specified when the function was created.)	7.4,8.0,8.1
routines	routine_definition	character_data		The source text of the function (null if the function is not owned by a currently enabled role). (According to the SQL standard, this column is only applicable if routine_body is SQL, but in PostgreSQL it will contain whatever source text was specified when the function was created.)	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	routine_name	sql_identifier		Name of the function (may be duplicated in case of overloading)	7.4,8.0,8.1,8.2
routines	routine_name	sql_identifier		Name of the function (might be duplicated in case of overloading)	8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	routine_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	routine_type	character_data		Always FUNCTION (In the future there might be other types of routines.)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
routines	routine_type	character_data		FUNCTION for a function, PROCEDURE for a procedure	11,12,13
routines	schema_level_routine	character_data		Always YES (The opposite would be a method of a user-defined type, which is a feature not available in PostgreSQL.)	7.4,8.0,8.1,8.2,8.3,8.4
routines	schema_level_routine	yes_or_no		Always YES (The opposite would be a method of a user-defined type, which is a feature not available in PostgreSQL.)	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	scope_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	scope_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	scope_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	security_type	character_data		If the function runs with the privileges of the current user, then INVOKER, if the function runs with the privileges of the user who defined it, then DEFINER	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	specific_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	specific_name	sql_identifier		The "specific name" of the function. This is a name that uniquely identifies the function in the schema, even if the real name of the function is overloaded. The format of the specific name is not defined, it should only be used to compare it to other instances of specific routine names	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	specific_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	sql_data_access	character_data		Always MODIFIES, meaning that the function possibly modifies SQL data. This information is not useful for PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	sql_path	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	to_sql_specific_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	to_sql_specific_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	to_sql_specific_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	type_udt_catalog	sql_identifier		Name of the database that the return data type of the function is defined in (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
routines	type_udt_catalog	sql_identifier		Name of the database that the return data type of the function is defined in (always the current database). Null for a procedure	11,12,13
routines	type_udt_name	sql_identifier		Name of the return data type of the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
routines	type_udt_name	sql_identifier		Name of the return data type of the function. Null for a procedure	11,12,13
routines	type_udt_schema	sql_identifier		Name of the schema that the return data type of the function is defined in	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
routines	type_udt_schema	sql_identifier		Name of the schema that the return data type of the function is defined in. Null for a procedure	11,12,13
routines	udt_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	udt_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routines	udt_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	catalog_name	sql_identifier		Name of the database that the schema is contained in (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	default_character_set_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	default_character_set_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	default_character_set_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	schema_name	sql_identifier		Name of the schema	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	schema_owner	sql_identifier		Name of the owner of the schema	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
schemata	sql_path	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	cycle_option	character_data		Not yet implemented	8.2,8.3,8.4
sequences	cycle_option	yes_or_no		Not yet implemented	9.0
sequences	cycle_option	yes_or_no		YES if the sequence cycles, else NO	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	data_type	character_data		The data type of the sequence	10,11,12,13
sequences	data_type	character_data		The data type of the sequence. In PostgreSQL, this is currently always bigint	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6
sequences	increment	cardinal_number		Not yet implemented	8.2,8.3,8.4,9.0
sequences	increment	character_data		The increment of the sequence	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	maximum_value	cardinal_number		Not yet implemented	8.2,8.3,8.4,9.0
sequences	maximum_value	character_data		The maximum value of the sequence	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	minimum_value	cardinal_number		Not yet implemented	8.2,8.3,8.4,9.0
sequences	minimum_value	character_data		The minimum value of the sequence	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	numeric_precision	cardinal_number		This column contains the (declared or implicit) precision of the sequence data type (see above). The precision indicates the number of significant digits. It can be expressed in decimal (base 10) or binary (base 2) terms, as specified in the column numeric_precision_radix	8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	numeric_precision	cardinal_number		This column contains the (declared or implicit) precision of the sequence data type (see above). The precision indicates the number of significant digits. It may be expressed in decimal (base 10) or binary (base 2) terms, as specified in the column numeric_precision_radix	8.2
sequences	numeric_precision_radix	cardinal_number		This column indicates in which base the values in the columns numeric_precision and numeric_scale are expressed. The value is either 2 or 10	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	numeric_scale	cardinal_number		This column contains the (declared or implicit) scale of the sequence data type (see above). The scale indicates the number of significant digits to the right of the decimal point. It can be expressed in decimal (base 10) or binary (base 2) terms, as specified in the column numeric_precision_radix	8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	numeric_scale	cardinal_number		This column contains the (declared or implicit) scale of the sequence data type (see above). The scale indicates the number of significant digits to the right of the decimal point. It may be expressed in decimal (base 10) or binary (base 2) terms, as specified in the column numeric_precision_radix	8.2
sequences	sequence_catalog	sql_identifier		Name of the database that contains the sequence (always the current database)	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	sequence_name	sql_identifier		Name of the sequence	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	sequence_schema	sql_identifier		Name of the schema that contains the sequence	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sequences	start_value	character_data		The start value of the sequence	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	comments	character_data		Possibly a comment about the supported status of the feature	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	feature_id	character_data		Identifier string of the feature	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	feature_name	character_data		Descriptive name of the feature	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	is_supported	character_data		YES if the feature is fully supported by the current version of PostgreSQL, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
sql_features	is_supported	yes_or_no		YES if the feature is fully supported by the current version of PostgreSQL, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	is_verified_by	character_data		Always null, since the PostgreSQL development group does not perform formal testing of feature conformance	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	sub_feature_id	character_data		Identifier string of the subfeature, or a zero-length string if not a subfeature	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_features	sub_feature_name	character_data		Descriptive name of the subfeature, or a zero-length string if not a subfeature	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_implementation-info	character_value	character_data		Value of the implementation information item, or null if the value is contained in the column integer_value	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_implementation-info	comments	character_data		Possibly a comment pertaining to the implementation information item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_implementation-info	implementation_info_id	character_data		Identifier string of the implementation information item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_implementation-info	implementation_info_name	character_data		Descriptive name of the implementation information item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_implementation-info	integer_value	cardinal_number		Value of the implementation information item, or null if the value is contained in the column character_value	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_languages	sql_language_binding_style	character_data		The language binding style, either DIRECT or EMBEDDED	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_comformance	character_data		The standard conformance level for the language binding. For ISO 9075:1999 this is always CORE	7.4
sql_languages	sql_language_comformance	character_data		The standard conformance level for the language binding. For ISO 9075:2003 this is always CORE	8.0
sql_languages	sql_language_conformance	character_data		The standard conformance level for the language binding. For ISO 9075:2003 this is always CORE	8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_implementation	character_data		Always null	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_integrity	character_data		Always null (This value is relevant to an earlier version of the SQL standard.)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_programming_language	character_data		The programming language, if the binding style is EMBEDDED, else null. PostgreSQL only supports the language C	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_source	character_data		The name of the source of the language definition; always ISO 9075, that is, the SQL standard	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_year	character_data		The year the standard referenced in sql_language_source was approved	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_languages	sql_language_year	character_data		The year the standard referenced in sql_language_source was approved; currently 1999	7.4
sql_languages	sql_language_year	character_data		The year the standard referenced in sql_language_source was approved; currently 2003	8.0,8.1,8.2,8.3,8.4,9.0
sql_packages	comments	character_data		Possibly a comment about the supported status of the package	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_packages	feature_id	character_data		Identifier string of the package	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_packages	feature_name	character_data		Descriptive name of the package	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_packages	is_supported	character_data		YES if the package is fully supported by the current version of PostgreSQL, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
sql_packages	is_supported	yes_or_no		YES if the package is fully supported by the current version of PostgreSQL, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_packages	is_verified_by	character_data		Always null, since the PostgreSQL development group does not perform formal testing of feature conformance	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_parts	comments	character_data		Possibly a comment about the supported status of the part	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_parts	feature_id	character_data		An identifier string containing the number of the part	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
